plan_id,plan_name,language,sport,distance,difficulty,weeks,price,is_published,units_all_time,gross_all_time,earnings_all_time,first_sale,last_sale,in_inventory
603271,8 Week Low-Impact Weight Loss: Swim 🏊 + Full Gym Lifting 🏋️,English,Swimming,Weight Loss,Beginner,8,39.99,TRUE,1,39.99,27.99,2026-01-12,2026-01-12,TRUE
605023,[Objetivo 2026] Plan para bajar de peso: Ciclismo 🚴 + Fuerza en Gimnasio 🏋️,Spanish,Cycling,Weight Loss,Beginner,8,39.99,TRUE,1,41.59,27.99,2026-01-12,2026-01-12,TRUE
606077,[Objetivo 2026] Plan para bajar de peso: Running 🏃 + Fuerza en Casa 🏠 (Sin equipamiento),Spanish,Running,Weight Loss,Beginner,8,39.99,TRUE,1,41.59,27.99,2026-03-16,2026-03-16,TRUE
606561,[Objetivo 2026] Plan para bajar de peso: Natación 🏊 + Fuerza en Gimnasio 🏋️,Spanish,Swimming,Weight Loss,Beginner,8,39.99,TRUE,1,39.99,27.99,2026-03-17,2026-03-17,TRUE
612230,8 Week HYROX Race Ready: Competition Phase (Run + Stations),English,Running,HYROX,,8,39.99,TRUE,1,39.99,27.99,2026-06-10,2026-06-10,TRUE
401094,[Reusable] Swim 1500m non-stop in 6 weeks - Polarized - Garmin structured workouts,,,,,,,,2,41.78,27.98,2023-06-14,2023-07-11,FALSE
603393,4 Week Weight Loss Mix Kickstart: Ride 🚴 Run 🏃 + Full Gym Lifting 🏋️,English,Duathlon,Weight Loss,Beginner,4,19.99,TRUE,2,40.98,27.98,2026-04-08,2026-06-09,TRUE
606091,[Objetivo 2026] Inicia la pérdida de peso: Running 🏃 + Fuerza en Gimnasio 🏋️,Spanish,Running,Weight Loss,Beginner,4,19.99,TRUE,2,41.58,27.98,2026-05-03,2026-05-24,TRUE
437724,8 Week 10 km Prep: Run 🏃 (First Timer Focus),English,Running,10 km,Beginner,8,39.99,TRUE,2,40.43,27.98,2024-04-14,2024-11-25,TRUE
567560,Triatlo Olímpico: Plano de Treinamento Polarizado para Nível Intermediário,Portuguese,Triathlon,Olympic,Intermediate,19,38.00,FALSE,1,38.00,26.60,2026-06-22,2026-06-22,TRUE
391451,Plan 12 Semanas: 5k Build 🏃 (Intermedio Polarizado),Spanish,Running,5 km,Intermediate,12,49.99,TRUE,2,39.50,26.58,2023-08-05,2024-03-26,TRUE
474825,Plan 16 Semanas: Polarizado 80/20 - Incrementa tu VO2Max y FTP - Frecuencia Cardíaca ❤️,Spanish,Cycling,FTP,Advanced,16,59.99,TRUE,1,37.79,26.45,2024-11-17,2024-11-17,TRUE
395635,8 Week 5 km Speed: Run 🏃 (Intermediate),English,Running,5 km,Intermediate,8,39.99,TRUE,1,36.00,25.20,2025-04-27,2025-04-27,TRUE
493715,8 Week Indoor FTP Booster: Ride 🚴 + Lift 🏋️ (Zwift / Rouvy ready),English,Cycling,FTP,Beginner,8,39.99,TRUE,1,36.00,25.20,2025-06-19,2025-06-19,TRUE
401099,[Reusable] Your first 3000m non-stop in 6 weeks - Polarized - Garmin structured workouts,,,,,,,,1,35.99,25.19,2024-07-27,2024-07-27,FALSE
408606,Plan 4 Semanas: Natación 1500m 🏊 - Tu Primer 1.5k (Principiante),Spanish,Swimming,1500m,Beginner,4,24.99,TRUE,1,29.99,20.99,2024-12-04,2024-12-04,TRUE
433343,12 Week Marathon Base: Heart Rate 💓 (Beginner Vol: <90km),English,Running,42 km,Beginner,12,49.99,TRUE,1,29.99,20.99,2024-08-26,2024-08-26,TRUE
491765,Fortalecimiento triatlón - 8 semanas - 3 veces por semana - Fuerza máxima,,,,,,,,1,29.99,20.99,2025-04-06,2025-04-06,FALSE
612575,Plano 12 Semanas: Base Maratona (Corrida 🏃 + Gym 🏋️) - Volume 55 a 90km,Portuguese,Running,42 km,Beginner,12,29.99,TRUE,1,29.99,20.99,2026-04-11,2026-04-11,TRUE
493032,Plan 14 Semanas: 21 km / Media Maratón Peak 🏃 (Intermedios Polarizado),Spanish,Running,21 km,Intermediate,14,49.99,TRUE,1,29.12,19.60,2024-12-02,2024-12-02,TRUE
408734,[Reusable] 1900m for beginners - Crush the half distance - Syncs with Garmin - Unlimited support,,,,,,,,1,26.99,18.89,2024-10-23,2024-10-23,FALSE
415081,Plan 8 Semanas: Polarizado 80/20 - Mejora tu FTP 🚀,Spanish,Cycling,FTP,Beginner,8,39.99,TRUE,1,28.07,18.89,2024-06-07,2024-06-07,TRUE
401098,8 Week Swim Speed: Polarized 80/20 (Beginner),English,Swimming,Speed,Beginner,8,49.99,TRUE,1,24.99,17.49,2023-06-21,2023-06-21,TRUE
437630,Meia Maratona (21k) | 12 Semanas | Avançado | Foco em Performance | Sistema polarizado 80-20,Portuguese,Running,21 km,Advanced,12,24.00,TRUE,1,24.00,16.80,2026-03-21,2026-03-21,TRUE
439343,Maratona de Tokyo 2026 - 12 semanas - Entre 110 e 135 km por semana - Início até 8 de dezembro,Portuguese,Running,42 km,Advanced,12,24.00,FALSE,1,24.00,16.80,2026-01-04,2026-01-04,TRUE
567302,Triathlon Sprint | 12 Semanas | Iniciante | Do Zero à Prova,Portuguese,Triathlon,Short - Sprint,Beginner,12,24.00,FALSE,1,24.00,16.80,2026-07-30,2026-07-30,TRUE
401097,[Reusable] 6-Week Polarized training to improve speed (Garmin Structured Workouts),,,,,,,,1,20.99,14.69,2023-11-14,2023-11-14,FALSE
392759,Plan 12 Semanas: 10 km Corre con Potencia ⚡ (Stryd Intermedios),Spanish,Running,10 km,Intermediate,12,34.99,TRUE,1,20.79,13.99,2024-03-01,2024-03-01,TRUE
408604,Plan 4 Semanas: Natación Velocidad 🏊 - Mejora de Ritmos (Principiante),Spanish,Swimming,Speed,Beginner,4,24.99,TRUE,1,20.79,13.99,2024-03-03,2024-03-03,TRUE
408613,4 Week Swim Booster: Endurance Focus (Intermediate),English,Swimming,Endurance,Intermediate,4,24.99,TRUE,1,19.99,13.99,2023-09-29,2023-09-29,TRUE
436340,Natação: Foco em Velocidade | 4 Semanas | Todos os Níveis | Compatível Garmin,Portuguese,Swimming,Speed,Beginner,4,20.00,TRUE,1,19.99,13.99,2024-03-06,2024-03-06,TRUE
437756,5k Performance | 12 Semanas | Intermediário | Sistema polarizado 80-20,Portuguese,Running,5 km,Intermediate,12,24.00,TRUE,1,19.99,13.99,2024-04-09,2024-04-09,TRUE
437863,12 Week 10 km Build: Run 🏃 (Polarized 80/20),English,Running,10 km,Intermediate,12,49.99,TRUE,1,19.99,13.99,2023-12-23,2023-12-23,TRUE
437867,12 Week 10 km Peak: Run 🏃 (Advanced Polarized),English,Running,10 km,Advanced,12,49.99,TRUE,1,19.99,13.99,2023-12-06,2023-12-06,TRUE
603209,4 Week Weight Loss Kickstart: Run 🏃 + Full Gym Lifting 🏋️,English,Running,Weight Loss,Beginner,4,19.99,TRUE,1,19.99,13.99,2026-03-26,2026-03-26,TRUE
603284,4 Week Low-Impact Kickstart: Swim 🏊 + Full Gym Lifting 🏋️,English,Swimming,Weight Loss,Beginner,4,19.99,TRUE,1,19.99,13.99,2026-01-27,2026-01-27,TRUE
603392,4 Week Weight Loss Mix Kickstart: Ride 🚴 Run 🏃 + Home Strength 🏠,English,Duathlon,Weight Loss,Beginner,4,19.99,TRUE,1,20.99,13.99,2026-05-28,2026-05-28,TRUE
408607,Tus primeros 1900m - Sincroniza con Garmin - Reutilizable,Spanish,Swimming,1900m,Beginner,4,24.99,TRUE,1,15.99,11.19,2023-09-04,2023-09-04,TRUE
380280,8 Week 5 km Prep: Run 🏃 (First Timer Focus),English,Running,5 km,Beginner,8,39.99,TRUE,1,15.72,10.49,2024-03-28,2024-03-28,TRUE
380334,12 Week 5 km Prep: Run 🏃 (Extended Base),English,Running,5 km,Beginner,12,49.99,TRUE,1,14.99,10.49,2023-06-30,2023-06-30,TRUE
443929,12 Week Sprint Speed: Triathlon 🏊‍♂️🚴🏃 (Polarized 80/20),English,Triathlon,Short - Sprint,Intermediate,12,39.99,TRUE,1,10.00,7.00,2025-12-21,2025-12-21,TRUE
392381,Plan 8 Semanas: 5 km Corre con Potencia ⚡ (Stryd Principiante),Spanish,Running,5 km,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
392504,Plan 12 Semanas: 5 km Corre con Potencia ⚡ (Stryd Intermedios),Spanish,Running,5 km,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
392758,Plan 8 Semanas: 10 km Corre con Potencia ⚡ (Stryd Principiante),Spanish,Running,10 km,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
401100,8 Week Endurance Swim: Reach 3000m Non-Stop (Intermediate),English,Swimming,3000m,Intermediate,8,39.99,TRUE,0,0.00,0.00,,,TRUE
408608,Plan 4 Semanas: Natación 1500m 🏊 - Polarizado 80/20 (Avanzado),Spanish,Swimming,1500m,Advanced,4,24.99,TRUE,0,0.00,0.00,,,TRUE
408609,Plan 4 Semanas: Natación 1900m 🏊 - Polarizado 80/20 (Avanzado) [Domina la media distancia],Spanish,Swimming,1900m,Advanced,4,24.99,TRUE,0,0.00,0.00,,,TRUE
415087,Plan 12 Semanas: Polarizado 80/20 - Mejora tu FTP 🚀,Spanish,Cycling,FTP,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
433348,12 Week Marathon Build: Heart Rate 💓 (Intermediate Vol: 90-110km),English,Running,42 km,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
434034,18 Week Marathon Peak: Heart Rate 💓 (Advanced Vol: 110km+),English,Running,42 km,Advanced,18,59.99,TRUE,0,0.00,0.00,,,TRUE
434680,Plan 18 Semanas: Maratón Base - Frecuencia Cardíaca 💓 (Vol. <90km),Spanish,Running,42 km,Beginner,18,59.99,TRUE,0,0.00,0.00,,,TRUE
434681,Plan 12 Semanas: Maratón Build - Frecuencia Cardíaca 💓 (Vol. 90-110km),Spanish,Running,42 km,Intermediate,12,49.99,TRUE,2,0.00,0.00,2024-03-03,2024-03-04,TRUE
435945,Maratona - 12 semanas - Entre 90 e 110 km por semana - Ritmo / Potência / Frequência cardíaca,Portuguese,Running,42 km,Intermediate,12,24.00,TRUE,0,0.00,0.00,,,TRUE
435947,Maratona Express | 12 Semanas | Vol. 1 (<90km) | Heart rate,Portuguese,Running,42 km,Beginner,12,24.00,TRUE,0,0.00,0.00,,,TRUE
436154,Maratona - 18 semanas - Entre 110 e 135 km por semana - Ritmo / Potência / Frequência cardíaca,Portuguese,Running,42 km,Advanced,18,36.00,TRUE,0,0.00,0.00,,,TRUE
436384,Natação: 1500m Sem Parar | 6 Semanas | Desafio Iniciante | Resistência | Compatível Garmin,Portuguese,Swimming,1500m,Beginner,6,24.00,TRUE,0,0.00,0.00,,,TRUE
436502,Ciclismo: Base & FTP | 8 Semanas | Iniciante | Método Polarizado,Portuguese,Cycling,FTP,Beginner,8,20.00,TRUE,0,0.00,0.00,,,TRUE
436503,Ciclismo: Performance & FTP | 16 Semanas | Avançado | Método Polarizado,Portuguese,Cycling,FTP,Advanced,16,32.00,TRUE,0,0.00,0.00,,,TRUE
436504,Ciclismo: Aumento de FTP | 12 Semanas | Intermediário | Método Polarizado,Portuguese,Cycling,FTP,Intermediate,12,24.00,TRUE,0,0.00,0.00,,,TRUE
437462,9 Week Olympic Base: Triathlon 🏊‍♂️🚴🏃 (Beginner),English,Triathlon,Olympic,Beginner,9,39.99,TRUE,0,0.00,0.00,,,TRUE
437522,5k Elite / Velocidade | 8 Semanas | Avançado | Sistema polarizado 80-20,Portuguese,Running,5 km,Advanced,8,20.00,TRUE,0,0.00,0.00,,,TRUE
437525,5k Express | 8 Semanas | Intermediário | Sistema polarizado 80-20,Portuguese,Running,5 km,Intermediate,8,20.00,TRUE,0,0.00,0.00,,,TRUE
437526,5k: Primeiros 5km | 8 Semanas | Iniciante | Sistema polarizado 80-20,Portuguese,Running,5 km,Beginner,8,20.00,TRUE,0,0.00,0.00,,,TRUE
437626,10k: Do 5k aos 10k | 8 Semanas | Iniciante | Sistema polarizado 80-20,Portuguese,Running,10 km,Beginner,8,20.00,TRUE,0,0.00,0.00,,,TRUE
437632,Meia Maratona (21k) | 16 Semanas | Iniciante | Concluir a Prova,Portuguese,Running,21 km,Beginner,16,32.00,TRUE,0,0.00,0.00,,,TRUE
437865,10k Evolução | 12 Semanas | Intermediário | Sistema polarizado 80-20,Portuguese,Running,10 km,Intermediate,12,24.00,TRUE,0,0.00,0.00,,,TRUE
437866,Plan 12 Semanas: 10 km 🏃 (Avanzados),Spanish,Running,10 km,Advanced,12,39.99,TRUE,0,0.00,0.00,,,TRUE
437868,10k Performance | 12 Semanas | Avançado | Sistema polarizado 80-20,Portuguese,Running,10 km,Advanced,12,24.00,TRUE,0,0.00,0.00,,,TRUE
438913,Natação: 1500m (Olímpico) | 16 Semanas | Intermediário | Performance | Compatível Garmin,Portuguese,Swimming,1500m,Intermediate,16,32.00,TRUE,0,0.00,0.00,,,TRUE
439342,Maratona de Tokyo 2026 - 12 semanas - Até 90 km por semana - Início até 8 de dezembro,Portuguese,Running,42 km,Beginner,12,24.00,FALSE,0,0.00,0.00,,,TRUE
439344,Maratona de Tokyo 2026 - 12 semanas - Entre 90 e 110 km por semana - Início até 8 de dezembro,Portuguese,Running,42 km,Beginner,12,24.00,FALSE,0,0.00,0.00,,,TRUE
439346,Tokyo Marathon 2026: 12 Week Advanced - 110-135km Weekly - Start Dec 8,English,Running,42 km,Advanced,12,49.99,FALSE,0,0.00,0.00,,,TRUE
439350,Maratón Tokyo 2026: Plan 12 Semanas - Vol: >110km semanales - Inicio 8-Dic,Spanish,Running,42 km,Advanced,12,49.99,FALSE,0,0.00,0.00,,,TRUE
439351,Maratón Tokyo 2026: Plan 12 Semanas - Vol: 90-110km semanales - Inicio 8-Dic,Spanish,Running,42 km,Intermediate,12,49.99,FALSE,0,0.00,0.00,,,TRUE
439352,Maratón Tokyo 2026: Plan 12 Semanas - Vol: <90km Semanales - Inicio 8-Dic,Spanish,Running,42 km,Beginner,12,49.99,FALSE,0,0.00,0.00,,,TRUE
439394,Boston Marathon 2026: 18 weeks Advanced - 110-135 km weekly - Start December 15 2025,English,Running,42 km,Advanced,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439396,Boston Marathon 2026: 18 weeks Intermediate - 90-110 km weekly - Start December 15 2025,English,Running,42 km,Intermediate,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439397,Boston Marathon 2026: 18 weeks Beginner Prep - Start December 15 2025,English,Running,42 km,Beginner,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439404,🇬🇧 London Marathon 2026: Run 🏃 + Gym 💪 | 12 Wk Intermediate (90-110k) (Start Feb 2),English,Running,42 km,Intermediate,12,49.99,FALSE,0,0.00,0.00,,,TRUE
439405,🇬🇧 London Marathon 2026: Run 🏃 + Gym 💪 | 12 Wk Beginner Prep (Start Feb 2),English,Running,42 km,Beginner,12,49.99,FALSE,0,0.00,0.00,,,TRUE
439408,🇬🇧 London Marathon 2026: Run 🏃 + Gym 💪 | 18 Wk Beginner Prep,English,Running,42 km,Beginner,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439419,Maratón de Boston 2026 - 18 semanas - Vol: >110km semanales - Inicio 15 Diciembre 2026,Spanish,Running,42 km,Advanced,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439420,Maratón de Boston 2026 - 18 semanas - Vol: 90-110km semanales - Inicio 15 Diciembre 2026,Spanish,Running,42 km,Intermediate,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439421,Maratón de Boston 2026 - 18 semanas - Vol: <90km Semanales - Inicio 15 Diciembre 2026,Spanish,Running,42 km,Beginner,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439428,Maratón de Londres 2026 - 18 semanas - Vol: 90-110km semanales - Inicio 22 Diciembre 2026,Spanish,Running,42 km,Intermediate,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439429,🇬🇧 Maratón de Londres 2026 - Running 🏃 + Rutina de Gym 🏋️ - 18 semanas - Volumen 55-90 km,Spanish,Running,42 km,Beginner,18,59.99,FALSE,0,0.00,0.00,,,TRUE
439815,24 Week Full Distance Peak: Triathlon 🏊‍♂️🚴🏃 (Advanced Polarized),English,Triathlon,Full,Advanced,24,79.99,TRUE,0,0.00,0.00,,,TRUE
439845,Plan 24 Semanas: FULL / Larga Distancia Peak 🏊🚴🏃 (Avanzado),Spanish,Triathlon,Full,Advanced,24,79.99,TRUE,0,0.00,0.00,,,TRUE
439860,Triathlon: Distância Completa | 23 Semanas | Avançado | Performance,Portuguese,Triathlon,Full,Advanced,23,46.00,TRUE,0,0.00,0.00,,,TRUE
439919,Meia Maratona (21k) | 16 Semanas | Intermediário | Foco em Resistência,Portuguese,Running,21 km,Intermediate,16,32.00,TRUE,0,0.00,0.00,,,TRUE
439920,16 Week Half Marathon 21 km Build: Run 🏃 (Intermediate - Polarized 80/20),English,Running,21 km,Intermediate,16,59.99,TRUE,0,0.00,0.00,,,TRUE
441196,20 Week Half Distance Peak: Triathlon 🏊‍♂️🚴🏃 (Advanced Polarized 80/20),English,Triathlon,Half,Advanced,20,69.99,TRUE,0,0.00,0.00,,,TRUE
441223,19 Week Olympic Build: Triathlon 🏊‍♂️🚴🏃 (Intermediate to Advanced),English,Triathlon,Olympic,Advanced,19,59.99,TRUE,0,0.00,0.00,,,TRUE
441256,Plan 20 Semanas: Triatlón Olímpico Build 🏊🚴🏃 (Polarizado 80/20),Spanish,Triathlon,Olympic,Advanced,20,59.99,TRUE,0,0.00,0.00,,,TRUE
441721,22 Week Full Distance Prep: Triathlon 🏊‍♂️🚴🏃 (First Timer Focus),English,Triathlon,Full,Beginner,22,79.99,TRUE,0,0.00,0.00,,,TRUE
442088,22 Week Full Distance Build: Triathlon 🏊‍♂️🚴🏃 (Polarized 80/20),English,Triathlon,Full,Intermediate,22,79.99,TRUE,0,0.00,0.00,,,TRUE
442089,Plan 22 Semanas: FULL / Larga Distancia Build 🏊🚴🏃 (Polarizado 80/20),Spanish,Triathlon,Full,Intermediate,22,79.99,TRUE,0,0.00,0.00,,,TRUE
442090,19 Week Half Distance Prep: Triathlon 🏊‍♂️🚴🏃 (First Timer Focus),English,Triathlon,Half,Beginner,19,69.99,TRUE,0,0.00,0.00,,,TRUE
442098,19 Week Half Distance Build: Triathlon 🏊‍♂️🚴🏃 (Intermediate Polarized),English,Triathlon,Half,Intermediate,19,69.99,TRUE,0,0.00,0.00,,,TRUE
442305,Plan 19 Semanas: Triatlón HALF / Media Distancia 🏊🚴🏃 - Principiantes a intermedios,Spanish,Triathlon,Half,Beginner,19,69.99,TRUE,0,0.00,0.00,,,TRUE
443884,17 Week Olympic Prep: Triathlon 🏊‍♂️🚴🏃 (First Timer Focus),English,Triathlon,Olympic,Beginner,17,59.99,TRUE,0,0.00,0.00,,,TRUE
443885,12 Week Sprint Prep: Triathlon 🏊‍♂️🚴🏃 (First Timer Focus),English,Triathlon,Short - Sprint,Beginner,12,49.99,TRUE,0,0.00,0.00,,,TRUE
443888,Plan 13 Semanas: Triatlón Sprint Prep 🏊🚴🏃 (Tu Primer Triatlón),Spanish,Triathlon,Short - Sprint,Beginner,13,49.99,TRUE,0,0.00,0.00,,,TRUE
443948,12 Week Triathlon Base: Swim/Bike/Run 🏊‍♂️🚴🏃 (Maintenance),English,Triathlon,Base,Beginner,12,49.99,TRUE,0,0.00,0.00,,,TRUE
475339,Maratona - 18 semanas - Até 90 km por semana - Ritmo / Pace,Portuguese,Running,42 km,Beginner,18,36.00,TRUE,0,0.00,0.00,,,TRUE
476494,Plan 12 Semanas: Maratón Build - Por Ritmo ⏱️ (Vol. 90-110km),Spanish,Running,42 km,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
476496,Plan 18 Semanas: Maratón Peak - Por Ritmo ⏱️ (Vol. >110km),Spanish,Running,42 km,Advanced,18,64.00,TRUE,0,0.00,0.00,,,TRUE
476497,Plan 18 Semanas: Maratón Build - Por Ritmo ⏱️ (Vol. 90-110km),Spanish,Running,42 km,Intermediate,18,59.99,TRUE,0,0.00,0.00,,,TRUE
476498,Plan 18 Semanas: Maratón Base - Por Ritmo ⏱️ (Vol. <90km),Spanish,Running,42 km,Beginner,18,59.99,TRUE,0,0.00,0.00,,,TRUE
476525,Plan 12 Semanas: Maratón Peak - Por Ritmo ⏱️ (Vol. >110km),Spanish,Running,42 km,Advanced,12,49.99,TRUE,0,0.00,0.00,,,TRUE
476791,Plan 18 Semanas: Maratón con Potencia ⚡ (Stryd Principiante),Spanish,Running,42 km,Beginner,18,64.00,TRUE,0,0.00,0.00,,,TRUE
479405,Plan 8 Semanas: Polarizado 80/20 - Ciclismo 🚴 + Gimnasio 🏋️ - Mejora tu FTP 🚀,Spanish,Cycling,FTP,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
479412,Plan 12 Semanas: Polarizado 80/20 - Ciclismo 🚴 + Gimnasio 🏋️ - Mejora tu FTP 🚀,Spanish,Cycling,FTP,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
480010,Plan 12 Semanas: Base Triatlón 🏊🚴🏃 - Mantenimiento de fitness (CTL),Spanish,Triathlon,Base,Beginner,12,49.99,TRUE,0,0.00,0.00,,,TRUE
480025,Plan 16 Semanas: Triatlón Olímpico 🏊🚴🏃 (Tu Primer Triatlón),Spanish,Triathlon,Olympic,Beginner,16,59.99,TRUE,0,0.00,0.00,,,TRUE
480109,Plan 13 Semanas: Triatlón Sprint Peak 🏊🚴🏃 (Intermedios a avanzados),Spanish,Triathlon,Short - Sprint,Intermediate,13,48.00,TRUE,0,0.00,0.00,,,TRUE
480134,Plan 12 Semanas: Triatlón Sprint + Gym 🏋️ (Intermedio),Spanish,Triathlon,Short - Sprint,Intermediate,13,48.00,TRUE,0,0.00,0.00,,,TRUE
480279,Plan 16 Semanas: Duatlón Clásico 🏃🚴 + Gym 🏋️ (Intermedio),Spanish,Duathlon,Dua Classic,Intermediate,16,59.99,TRUE,0,0.00,0.00,,,TRUE
480281,Plan 12 Semanas: Duatlón Short 🏃🚴 + Gym 🏋️ (Enfoque Velocidad),Spanish,Duathlon,Dua Sprint,Beginner,12,49.99,TRUE,0,0.00,0.00,,,TRUE
480287,Plan 21 Semanas: Powerman Full 🏃🚴 + Gym 🏋️ (Intermedio),Spanish,Duathlon,Dua full,Intermediate,21,79.99,TRUE,0,0.00,0.00,,,TRUE
492216,8 Week FTP Builder: Ride 🚴 + Lift 🏋️ (Hybrid Polarized),English,Cycling,FTP,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
492318,[Objetivo 2026] Plan para bajar de peso: 14 Semanas: Running 🏃 + Gym 🏋️,Spanish,Running,21 km,Beginner,14,49.99,TRUE,0,0.00,0.00,,,TRUE
492952,Plan 9 Semanas: 5 km Base 🏃 (Principiante Polarizado 80/20),Spanish,Running,5 km,Beginner,9,39.99,TRUE,0,0.00,0.00,,,TRUE
492964,Plan 9 Semanas: 5 km Prep 🏃 + Gym 🏋️ (Principiantes),Spanish,Running,5 km,Beginner,9,39.99,TRUE,0,0.00,0.00,,,TRUE
493001,Plan 9 Semanas: 5 km Base 🏃 (Intermedios Polarizado 80/20),Spanish,Running,5 km,Intermediate,9,39.99,TRUE,0,0.00,0.00,,,TRUE
493009,Plan 9 Semanas: 5 km Base 🏃 (Avanzados Polarizado 80/20),Spanish,Running,5 km,Advanced,9,39.99,TRUE,0,0.00,0.00,,,TRUE
493011,Plan 9 Semanas: 5 km Prep 🏃 + Gym 🏋️ (Avanzados),Spanish,Running,5 km,Advanced,9,39.99,TRUE,0,0.00,0.00,,,TRUE
493030,Plan 14 Semanas: 21 km / Media Maratón Peak 🏃 (Avanzado Polarizado),Spanish,Running,21 km,Advanced,14,49.99,TRUE,0,0.00,0.00,,,TRUE
493038,Plan 12 Semanas: 10 km Base 🏃 (Principiante Polarizado 80/20),Spanish,Running,10 km,Beginner,12,39.99,TRUE,0,0.00,0.00,,,TRUE
493081,Plan 12 Semanas: 10 km Prep 🏃 + Gym 🏋️ (Intermedios),Spanish,Running,10 km,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
493083,Plan 12 Semanas: 10 km Peak 🏃 (Avanzado Polarizado 80/20),Spanish,Running,10 km,Advanced,12,39.99,TRUE,0,0.00,0.00,,,TRUE
493414,Plan 8 Semanas: Gran Fondo Base - Ciclismo 🚴 + Gimnasio 🏋️,Spanish,Cycling,FTP,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
493416,Plan 8 Semanas Indoor: Potencia en Rodillo 🚴 + Gimnasio 🏋️ (Zwift Ready),Spanish,Cycling,FTP,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
493511,Plan 16 Semanas Indoor: Potencia en Rodillo 🚴 + Gimnasio 🏋️ (Zwift Ready),Spanish,Cycling,FTP,Advanced,16,59.99,TRUE,0,0.00,0.00,,,TRUE
493539,8 Week Gran Fondo Base: Ride 🚴 + Lift 🏋️ (Endurance Focus),English,Cycling,FTP,Beginner,8,39.99,TRUE,0,0.00,0.00,,,TRUE
493659,16 Week Gran Fondo Peak: Ride 🚴 + Lift 🏋️ (Century Prep),English,Cycling,FTP,Advanced,16,59.99,TRUE,0,0.00,0.00,,,TRUE
493660,12 Week Gran Fondo Build: Ride 🚴 + Lift 🏋️ (Century Prep),English,Cycling,FTP,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
493724,12 Week Indoor Power Builder: Ride 🚴 + Lift 🏋️ (Zwift Ready),English,Cycling,FTP,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
493909,[Objetivo 2026] Plan 16 Semanas: Pérdida de Peso - Ciclismo 🚴 + Gimnasio 🏋️,Spanish,Cycling,FTP,Advanced,16,59.99,TRUE,0,0.00,0.00,,,TRUE
500575,18 Week Marathon Peak: Pace Based ⏱️ (Advanced Vol: 110km+),English,Running,42 km,Advanced,18,59.99,TRUE,0,0.00,0.00,,,TRUE
522290,[Objetivo 2026] Plan para bajar de peso: 24 Semanas: Running 🏃 + Gym 🏋️,Spanish,Running,21 km,Beginner,24,79.99,TRUE,0,0.00,0.00,,,TRUE
522765,Maratón Barcelona 2026: Plan 12 Semanas - Vol: >110km semanales - Inicio 22 Dic,Spanish,Running,42 km,Advanced,12,49.99,FALSE,0,0.00,0.00,,,TRUE
522769,Maratón Barcelona 2026: Plan 18 Semanas - Vol: >110km semanales - Inicio 10 Nov,Spanish,Running,42 km,Advanced,18,59.99,FALSE,0,0.00,0.00,,,TRUE
522770,Maratón Barcelona 2026: Plan 18 Semanas - Vol: 90-110km semanales - Inicio 10 Nov,Spanish,Running,42 km,Intermediate,18,59.99,FALSE,0,0.00,0.00,,,TRUE
522771,Maratón Barcelona 2026: Plan 18 Semanas - Vol: <90km semanales - Inicio 10 Nov,Spanish,Running,42 km,Beginner,18,59.99,FALSE,0,0.00,0.00,,,TRUE
522799,Barcelona Marathon 2026: 12 weeks Advanced - 110-135 km weekly - Start Dec 22,English,Running,42 km,Advanced,12,49.99,FALSE,0,0.00,0.00,,,TRUE
522800,Barcelona Marathon 2026: 12 weeks Intermediate - 90-110 km weekly - Start Dec 22,English,Running,42 km,Intermediate,12,49.99,FALSE,0,0.00,0.00,,,TRUE
522801,Barcelona Marathon 2026: 12 weeks Beginner Prep - Start Dec 22,English,Running,42 km,Beginner,12,49.99,FALSE,0,0.00,0.00,,,TRUE
528890,12 Week Marathon Base: Pace Based ⏱️ (Beginner Vol: <90km),English,Running,42 km,Beginner,12,49.99,TRUE,0,0.00,0.00,,,TRUE
528891,12 Week Marathon Build: Pace Based ⏱️ (Intermediate Vol: 90-110km),English,Running,42 km,Intermediate,12,49.99,TRUE,0,0.00,0.00,,,TRUE
